year,gdp_growth,inflation,fiscal_balance,current_account,remittances,unemployment,govt_debt
2005,5.130821930561893,2.366581956797953,,-6.921388004201018,15.620173160919803,15.966,
2006,6.018981240386395,2.370728319042818,,-7.331863746315827,14.856708869986276,15.626,
2007,6.50009261158209,2.932682481623228,,-10.351888422448653,13.20525505481578,15.966,
2008,6.907062307137068,3.32087090389265,,-15.183958165083704,14.070827519136934,13.06,
2009,2.690751523621458,2.266922094508307,,-15.017238510634478,13.92478903075591,13.674,
2010,2.9731544268124708,3.627100915174796,,-11.215764368325855,13.126780127608798,14.086,
2011,2.463516839157137,3.428071301415031,-3.875979462118713,-12.850365966177591,11.963216583923996,13.481,69.1921886031503
2012,0.984129880204108,2.031592683952962,-3.9303033643572736,-10.261256893074416,11.593292325551529,13.376,64.0504160397904
2013,1.7072283175405971,1.937620802052232,-5.317164584324201,-9.259141666458978,10.016797120489224,15.866,70.4662619818776
2014,2.240226953826422,1.625865044026045,-3.1279124265342184,-10.720149657780777,10.6872215602712,18.055,72.9442880579616
2015,2.2277040745779004,1.896174025923657,-3.0063649606856178,-8.542375076698196,11.254090414410364,17.193,79.2842872907886
2016,3.9089355136224526,1.275431683674233,-2.5039526307858697,-7.510116900166494,10.893696292584456,15.418,79.8771647108445
2017,3.2831759333007255,1.986661331711943,-1.4402593687909977,-7.4084932966326384,9.894372244079245,13.616,74.5233409147154
2018,3.6714192809890847,2.028059630711346,-1.2512870948521613,-6.607664811050684,9.481512832446688,12.304,63.6337689393506
2019,2.062577901761216,1.411090789542507,-1.4189987133162627,-7.820643554735359,9.450123156537446,11.466,74.8082518103115
2020,-3.313756368889159,1.620886617170039,-6.041902593116107,-8.62504716716646,9.618418007469618,11.639,83.4542023899143
2021,8.969576190740952,2.041471631395451,-0.1595861887477668,-7.595916434320518,9.529485980248973,11.474,81.9202285649265
2022,4.826800623435901,6.725202715300596,-6.116767573060803,-5.872435033315154,9.177170252311123,10.785,
2023,4.01541716935742,4.758345551500386,-1.404698024002289,-1.1992167505418097,8.667780189060394,10.669,
