year,gdp_growth,inflation,fiscal_balance,current_account,remittances,unemployment,govt_debt
2005,3.48354993555606,3.3927468454955,,-5.74598170416952,0.0367737307255354,5.084,56.6929754702153
2006,2.78453963650701,3.22594410070404,,-5.91101922107059,0.0366832044058299,4.623,55.6206336286886
2007,2.00385829784946,2.85267248150138,,-5.08872774231253,0.0360571934808977,4.622,55.81423486742
2008,0.113587249881704,3.839100296651,,-4.71586121002055,0.0363172078724272,5.784,63.9719356606883
2009,-2.57650022958367,-0.355546266299747,,-2.62283669627863,0.0396461821808818,9.254,76.0321911124259
2010,2.69519257744442,1.6400434423899,,-2.87064270506825,0.0394047047028826,9.633,85.1548294082739
2011,1.56440685763506,3.156841568622,,-2.91862137859132,0.0391288870669506,8.949,89.7347177439651
2012,2.28911338669843,2.06933726526067,,-2.57236812074952,0.0387782131703568,8.069,93.8330014607143
2013,2.11783009790057,1.46483265562717,,-2.01538414033942,0.0392621564568635,7.375,95.7184835504169
2014,2.52381981363968,1.62222297740817,,-2.10805505161045,0.0370526950267928,6.168,95.9491132711014
2015,2.94555045484053,0.118627135552451,,-2.2434721228246,0.0361309046802651,5.28,96.6110565851958
2016,1.81945147788167,1.26158320570536,,-2.11937229657855,0.0338591199244413,4.869,98.6931939368279
2017,2.45762229852507,2.13011000365961,,-1.88739358215214,0.0325865910055647,4.355,97.8800564031882
2018,2.96650506901305,2.44258329692817,,-2.13796218132331,0.0338040258424814,3.896,99.2223695206525
2019,2.58382533412825,1.81221007526021,,-2.06708055581828,0.0329685602788545,3.669,100.979786328903
2020,-2.16302914036166,1.23358439630629,,-2.81809426941685,0.0324161750844288,8.055,126.370405951231
2021,6.05505293244555,4.69785886363742,,-3.68274086718403,0.0304223696836328,5.349,120.367733355153
2022,2.51237531986017,8.00279982052121,,-3.87872626619871,0.0299279250881351,3.65,114.694842004206
2023,2.88755600749487,4.11633838374488,,-3.40030482379486,0.0307780574276945,3.638,116.918808847311
