year,gdp_growth,inflation,fiscal_balance,current_account,remittances,unemployment,govt_debt
2005,1.80390087215821,-0.282946068764391,,3.52114065640565,0.0187309824125513,4.446,
2006,1.3723501275831,0.249355116079085,,3.79586172862875,0.0255774585995197,4.192,
2007,1.48396941157472,0.060039454498669,,4.62330048259254,0.0302184697056709,3.888,
2008,-1.22428900061713,1.3800788616492,,2.78294234789654,0.0339237865439651,4.002,
2009,-5.69323635892741,-1.35283672951719,,2.75409583494434,0.0301452736960296,5.068,
2010,4.09791791943181,-0.728243207517779,,3.83547896264375,0.0292489662024517,5.102,
2011,0.0238095237995424,-0.27245561610124,,2.07915328846556,0.034199885971702,4.55,
2012,1.37475099905274,-0.0440645104432602,,0.958442611412039,0.0404883720248673,4.358,
2013,2.00510017681211,0.335037912184741,,0.889785415808861,0.0453512003886862,4.038,
2014,0.296205514141889,2.75922671353253,,0.742322049627636,0.0762490669316556,3.589,
2015,1.56062669680782,0.795279630579839,,3.07027965906978,0.0748065192301101,3.385,
2016,0.753826745789127,-0.127258844489754,,3.93809128404803,0.0765526640097879,3.132,
2017,1.67533175173359,0.484199796126385,,4.12036966283799,0.0901069827039231,2.822,
2018,0.643391023533141,0.989094598021848,,3.51661817468288,0.0866803594795751,2.467,
2019,-0.402169200894946,0.46877615938395,,3.45076611445327,0.0857508506606716,2.351,
2020,-4.16876457146743,-0.024995834027731,,2.96847858242383,0.0967099102397569,2.809,
2021,2.69657404187188,-0.233352779398264,,3.89996604353178,0.105055336492197,2.808,
2022,0.941998775483285,2.49770278172255,,2.11637961936876,0.126874933673179,2.614,
2023,1.47503481053384,3.26813365933163,,3.72552370226115,0.111846653062437,2.6,
